Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Genotype,Treatment,Behavior
1.105478861,0.118421053,0.42094478,0.153041415,0.415237759,0.758951682,1.622519413,0.302415876,0.302457133,0.387130988,1.089446703,Ts65Dn,Saline,C/S
1.539729763,0.157059626,0.519152101,0.186190653,0.622096317,0.995723317,2.237944713,0.435539854,0.295864023,0.357393768,1.188895184,Control,Memantine,C/S
1.218067604,0.122644331,0.514507927,0.128327849,0.564260903,0.795393359,2.04038289,0.489380796,0.535700502,0.350443844,1.640679274,Control,Saline,C/S
1.979152938,0.166357156,0.539028335,0.196130114,0.898179154,1.196010304,2.32911999,0.589049302,0.302951026,0.391900377,1.263080787,Ts65Dn,Saline,S/C
1.460257195,0.154807103,0.56301286,0.193508879,0.791495199,0.774035517,2.083404776,0.364849969,0.275491541,0.28783722,1.243484225,Control,Saline,S/C
1.327147959,0.130733142,0.396820951,0.18724179,1.072178831,0.939149919,2.171136475,0.452769414,0.248720711,0.306760032,1.502558578,Control,Memantine,S/C
2.06401766,0.162680893,0.491353937,0.195732156,1.087896254,1.127790042,2.354733873,0.496075546,0.226825168,0.349903939,1.516810759,Ts65Dn,Memantine,S/C
1.733718113,0.157759726,0.547954967,0.216331766,0.613993974,1.007268063,2.176428673,0.395966937,0.240598148,0.364356657,0.956143288,Ts65Dn,Saline,S/C
1.759712919,0.175406699,0.611196172,0.182870813,0.779245283,1.123636364,2.577320574,0.446698565,0.307890223,0.389022298,1.364150943,Ts65Dn,Memantine,S/C
1.457398213,0.174776564,0.734061569,0.149354518,0.489653759,0.731876862,2.136047666,0.373386296,0.17947142,0.17844704,0.870518336,Control,Saline,S/C
1.89460881,0.163445102,0.584023669,0.234516765,0.706096925,1.066863905,2.368047337,0.503221565,0.606956748,0.618551329,1.770192809,Control,Memantine,C/S
1.892039123,0.153336635,0.498823821,0.183112542,0.550863162,1.148755726,2.341463415,0.433576823,0.333170779,0.417048669,1.154686433,Control,Saline,C/S
1.622777018,0.161354309,0.52749658,0.197195622,0.99879081,1.288166895,2.459439124,0.512380301,0.246916566,0.309431681,1.356106409,Control,Memantine,S/C
1.410653247,0.15448158,0.499430308,0.133308014,0.552016645,0.820831751,2.295480441,0.501614128,0.406049936,0.517765685,1.269046095,Ts65Dn,Saline,C/S
1.402769904,0.132825788,0.36308415,0.142463756,0.490120108,0.978294323,1.780999433,0.424556572,0.333979078,0.380214387,1.343665246,Control,Saline,C/S
1.670846395,0.154334038,0.539330757,0.221404097,0.60217319,1.021068747,2.267551214,0.39607786,0.239716155,0.353143364,0.966404258,Ts65Dn,Saline,S/C
1.8310397,0.163556452,0.497442179,0.186829022,0.871984908,0.882340226,2.321132646,0.509474746,0.292548174,0.402910659,1.477833176,Ts65Dn,Saline,S/C
1.102290845,0.133506755,0.386842326,0.147184694,0.667942917,0.857766216,1.652261475,0.439456239,0.504524887,0.618517229,1.767316394,Control,Memantine,C/S
1.808043145,0.153672015,0.548971303,0.210000666,1.115666179,1.034689393,2.503295825,0.515280645,0.212749183,0.31816646,1.303074671,Control,Memantine,S/C
1.20162206,0.151662612,0.497972425,0.169018654,0.559687693,0.594971614,2.055636659,0.477372263,0.453873022,0.520854736,1.521882063,Control,Saline,C/S
1.760439717,0.154472125,0.545220929,0.214647726,0.656246327,0.999643087,2.123777572,0.403526305,0.254083911,0.340110471,1.007638971,Ts65Dn,Saline,S/C
1.369779098,0.148134398,0.57100427,0.181362539,0.335313924,0.719324299,2.53888992,0.405049193,0.391166568,0.440879382,1.21449792,Ts65Dn,Memantine,C/S
1.741222833,0.169572486,0.599474564,0.183186052,0.705468436,1.004060186,2.576068784,0.441485551,0.316646562,0.370727784,1.31101729,Ts65Dn,Memantine,S/C
1.367191468,0.166582021,0.579989843,0.189774843,0.810617284,0.891823261,2.633485695,0.379380396,0.28962963,0.293580247,1.257777778,Ts65Dn,Memantine,S/C
1.498366294,0.168357696,0.569045572,0.186242476,0.818306011,0.896646604,2.35855546,0.465864144,0.335245902,0.264480874,1.477595628,Control,Memantine,S/C
1.522039299,0.16834838,0.487823382,0.198239891,0.927921624,1.052120476,2.466960018,0.43843411,0.274877537,0.281035689,1.351574528,Ts65Dn,Memantine,S/C
1.770631308,0.17078963,0.633682961,0.165248367,0.539285714,0.98674055,2.280229567,0.508608747,0.365714286,0.407619048,1.172619048,Ts65Dn,Memantine,C/S
1.451711854,0.156243816,0.486542648,0.186127053,0.56875668,0.87433208,2.176231941,0.446269543,0.618810118,0.618631991,1.562878518,Control,Memantine,C/S
1.468738206,0.131840483,0.444081016,0.142659454,0.428816467,0.915712668,1.964272236,0.395898855,0.28542024,0.330531732,1.028987993,Control,Saline,C/S
1.386497368,0.14694952,0.528027253,0.137658718,0.50992763,0.787240632,2.178228554,0.448745742,0.389497124,0.424568566,1.338281685,Ts65Dn,Saline,C/S
1.758437968,0.169220136,0.608916023,0.211496371,0.869052224,1.010828246,2.596129478,0.510425066,0.255705996,0.267698259,1.201740812,Control,Saline,S/C
1.24749068,0.137654144,0.432845808,0.182104961,0.428853155,0.820476054,2.325303508,0.347289934,0.609678398,0.646086165,1.636984223,Ts65Dn,Memantine,C/S
1.578758494,0.166450332,0.571657632,0.185767733,0.77779008,0.956554936,2.55890662,0.440711613,0.19010186,0.229960142,0.956709477,Control,Saline,S/C
1.782884066,0.156484128,0.580443346,0.200587009,0.988515176,1.217115934,2.45508612,0.470842666,0.265654908,0.327590922,1.391987968,Control,Memantine,S/C
1.234131658,0.120272216,0.374034812,0.125768878,0.489691864,0.864939144,1.654495485,0.363564978,0.312347595,0.398137885,1.585901131,Control,Saline,C/S
1.912393929,0.156926019,0.649695231,0.167443528,0.583431085,1.184056412,2.396677423,0.41568065,0.379618768,0.434017595,1.286656891,Ts65Dn,Memantine,C/S
1.343816405,0.1359966,0.41705624,0.140104831,0.845698094,0.746423006,1.865561694,0.413372999,0.471406491,0.431478619,1.736733642,Control,Saline,C/S
1.545575115,0.144200627,0.495538944,0.166505908,0.630078403,0.890282132,2.153846154,0.467808054,0.585649798,0.65051081,1.591351865,Ts65Dn,Memantine,C/S
1.495674372,0.149340519,0.485888526,0.171748688,0.70693302,0.900439654,2.379804283,0.462913062,0.277790834,0.235487662,1.937250294,Control,Saline,S/C
1.437865689,0.149943236,0.410182517,0.143131604,0.877711715,0.751986726,1.889267313,0.381189416,0.443515989,0.414108951,1.527719749,Control,Saline,C/S
1.629054739,0.18385707,0.55993411,0.204004055,0.897261994,1.149328434,2.212113533,0.534845413,0.502260739,0.587038433,1.843255463,Control,Memantine,C/S
1.518349334,0.152291731,0.484670177,0.141684732,0.768001007,0.752167854,2.079436358,0.401594921,0.238670695,0.294436052,0.999748238,Control,Saline,C/S
1.275604699,0.161575674,0.512646856,0.187145819,0.524381368,0.763096061,2.534346925,0.375259157,0.252001456,0.272197962,1.081149927,Ts65Dn,Saline,S/C
1.517377638,0.163358779,0.447328244,0.20233498,0.796140123,0.947373148,2.380871127,0.475527616,0.349172884,0.391501784,1.610120013,Ts65Dn,Saline,S/C
1.398845687,0.147428109,0.462636695,0.146213042,0.706285193,0.683778858,2.059133252,0.371405427,0.220514381,0.286105616,0.919951301,Control,Saline,C/S
1.605715731,0.165098634,0.50419828,0.157612544,0.739732569,1.110015175,2.297774406,0.560343955,0.400859599,0.509837631,2.320439351,Ts65Dn,Saline,C/S
1.988946714,0.162299083,0.485285313,0.206374062,0.673993249,1.209505826,2.394556257,0.488048634,0.398382919,0.511500118,1.468639611,Control,Saline,C/S
1.426410443,0.154966665,0.489607261,0.167908566,0.573261713,0.814779539,2.114460194,0.437839655,0.375808216,0.475678902,1.412314732,Control,Saline,C/S
1.73702352,0.15906326,0.574513382,0.212591241,0.628580891,1.084651257,2.40338605,0.487631792,0.313959265,0.381520119,1.377711542,Control,Memantine,C/S
2.031622532,0.163072163,0.522204022,0.204249704,0.67778837,1.207707708,2.35035035,0.513377013,0.400699078,0.529393073,1.445583095,Control,Saline,C/S
1.475419523,0.137556133,0.477428504,0.204207043,0.584121856,0.870007091,2.122429686,0.453202553,0.581583199,0.629817678,1.442418648,Ts65Dn,Memantine,C/S
1.401225837,0.147854785,0.417067421,0.125035361,0.5693155,0.797642621,2.232343234,0.538991042,0.391030685,0.489535799,1.317702596,Ts65Dn,Saline,C/S
1.789920039,0.167272434,0.547936354,0.18924158,0.779823651,1.060092077,2.328971812,0.571278572,0.290197095,0.347121369,1.219657676,Ts65Dn,Saline,S/C
1.577167705,0.157840083,0.507853063,0.200674974,0.451178451,1.02018432,2.320482866,0.338330737,0.747672806,0.928896811,2.169538522,Ts65Dn,Memantine,C/S
1.327080327,0.155683822,0.523007856,0.172198172,0.532099062,0.71316338,2.128427128,0.337341671,0.289011782,0.20413561,1.040634768,Ts65Dn,Saline,S/C
1.32029135,0.157599587,0.516050019,0.192213485,0.971670702,1.041510893,2.324158824,0.425422199,0.254842615,0.301694915,1.30811138,Control,Saline,S/C
1.226696195,0.148580632,0.526676062,0.165894906,0.744428206,0.813468895,2.146164687,0.390879807,0.245341615,0.27584947,1.734746072,Control,Saline,S/C
1.192087156,0.136926606,0.556766055,0.168004587,0.598587517,0.906422018,1.907224771,0.36146789,0.264363428,0.336896354,1.25195648,Control,Memantine,S/C
1.52933686,0.173572338,0.518268195,0.189244784,0.979447201,1.105495151,2.543246155,0.454892742,0.299787385,0.302090716,1.640148831,Ts65Dn,Memantine,S/C
1.133983496,0.12588147,0.419504876,0.147486872,0.565368196,0.619504876,1.676969242,0.328882221,0.298826041,0.287620064,1.285485592,Ts65Dn,Saline,S/C
1.676631425,0.155122129,0.495929031,0.198748329,0.733849847,1.115384615,2.218434804,0.441608944,0.692383239,0.787210825,1.705914448,Ts65Dn,Memantine,C/S
2.174283013,0.172076899,0.568925307,0.199054523,1.017575283,1.179766782,2.395209581,0.514024582,0.207992836,0.347139819,1.2786298,Ts65Dn,Memantine,S/C
1.263957924,0.132470235,0.375968096,0.188648711,0.810477235,0.807710091,1.902959195,0.4244596,0.300054855,0.415249589,1.737246297,Ts65Dn,Saline,S/C
1.859106529,0.174341352,0.611836579,0.183810615,0.82544577,1.253837342,2.702405498,0.43008782,0.296420432,0.387451401,1.327925995,Ts65Dn,Memantine,S/C
1.539169521,0.150898973,0.587114726,0.194563356,0.561723041,0.885916096,2.191566781,0.526327055,0.378722174,0.336513443,1.224342295,Control,Memantine,C/S
1.727358491,0.185849057,0.674150943,0.172264151,0.723849372,0.873207547,2.33509434,0.468113208,0.341619493,0.227418164,1.210927886,Ts65Dn,Memantine,S/C
1.475357847,0.188480329,0.488128911,0.186423245,0.842309483,1.070797977,2.128739179,0.516842376,0.466552848,0.534999224,1.874126959,Control,Memantine,C/S
1.601668628,0.162905124,0.615359932,0.196598567,0.651221567,0.974221842,2.360573323,0.465183442,0.265037911,0.249705139,1.216175232,Control,Saline,S/C
1.413149812,0.159481288,0.519736094,0.169377773,0.826443271,1.081901945,2.459333409,0.494710499,0.255691131,0.247678019,1.31069022,Control,Memantine,S/C
1.30305181,0.135557133,0.455050863,0.160752307,0.443855516,0.675065058,1.913532056,0.442394133,0.323125245,0.364153907,1.166077739,Control,Memantine,C/S
1.319647696,0.146747967,0.441463415,0.162872629,0.513321131,0.954200542,2.407588076,0.392682927,0.731950376,0.754728493,1.891193817,Ts65Dn,Saline,C/S
1.673394097,0.154340278,0.484418403,0.162456597,1.034309823,0.991666667,2.055989583,0.511414931,0.327575227,0.387995542,1.162394523,Control,Saline,C/S
1.123358729,0.136326795,0.425190468,0.157399903,0.369448616,0.742745988,2.187388556,0.357432323,0.557176572,0.574554817,1.495601802,Ts65Dn,Memantine,C/S
1.587799822,0.162767743,0.455137696,0.209456125,0.837047639,0.96486033,2.129997039,0.415753627,0.244735228,0.309139235,1.616233899,Ts65Dn,Memantine,S/C
1.24370675,0.120449303,0.376692408,0.136094675,0.59372973,0.858589911,1.639354127,0.412496239,0.374702703,0.451243243,1.557405405,Control,Saline,C/S
1.417559736,0.162419624,0.438437723,0.185520362,0.566980449,1.078193221,2.560212749,0.36977058,0.746681149,0.878349022,2.043446778,Ts65Dn,Saline,C/S
1.633387556,0.149654331,0.632980887,0.167547784,0.84283943,0.860512403,2.354412363,0.510980073,0.336019839,0.32083075,1.448233106,Control,Memantine,S/C
1.537387601,0.148248935,0.470066257,0.211547563,0.575371106,0.883932797,2.227165168,0.439067676,0.558227054,0.618440309,1.593978674,Control,Memantine,C/S
1.456365645,0.168461751,0.555233361,0.187931511,0.710118505,0.934824634,2.098729633,0.520022093,0.458523245,0.454421149,1.61189608,Control,Memantine,C/S
1.537426774,0.167281406,0.605771317,0.180299414,0.754262199,0.970058581,2.390106314,0.51052289,0.30893592,0.209582598,1.580834803,Control,Memantine,S/C
2.011697128,0.172637076,0.534308094,0.238067885,0.810364465,1.234464752,2.438955614,0.525639687,0.637718299,0.755979499,1.971621109,Control,Memantine,C/S
1.340342052,0.150704225,0.511167002,0.15915493,0.488609715,0.767203219,2.039839034,0.364185111,0.274539363,0.252093802,0.92160804,Control,Memantine,C/S
1.389157354,0.140440954,0.523406826,0.143612202,0.728875658,0.668680157,2.182422229,0.437783147,0.411037325,0.406686512,1.140828944,Ts65Dn,Memantine,C/S
1.396194215,0.145234235,0.383479819,0.142503627,0.925209119,0.739568223,1.860056319,0.374690673,0.444152862,0.444972938,1.684598983,Control,Saline,C/S
1.675972222,0.134166667,0.539861111,0.166527778,0.834236404,0.840138889,2.413888889,0.454027778,0.233995585,0.280754566,1.389524383,Control,Memantine,S/C
1.758369723,0.193777293,0.783114993,0.21069869,0.801942795,0.759643377,2.325327511,0.512918486,0.322989746,0.316243929,1.481381543,Ts65Dn,Memantine,S/C
1.24872514,0.141381948,0.391509434,0.144314125,0.759991264,0.871111678,2.128378378,0.331336053,0.461891243,0.454247652,1.447259227,Control,Saline,C/S
1.964544879,0.190279063,0.543953636,0.182778941,0.760518081,1.238835046,2.369843666,0.595042127,0.352746871,0.427416551,1.575278164,Control,Saline,C/S
1.653561136,0.156031289,0.460271717,0.164985591,0.78034001,0.845512557,2.022231371,0.445142034,0.326712675,0.468944622,1.310722101,Ts65Dn,Saline,S/C
1.551493357,0.139846169,0.456897413,0.161422435,0.64803462,0.897113176,2.133553092,0.45479972,0.625495853,0.643166246,1.617742517,Ts65Dn,Memantine,C/S
1.884107351,0.176709452,0.513978996,0.174422404,0.737670877,1.169381564,2.192298716,0.578483081,0.340283786,0.44583838,1.502336044,Control,Saline,C/S
1.519889841,0.135556916,0.507037944,0.147031824,0.651162791,0.665544676,2.057833537,0.468635251,0.27565607,0.312993386,1.118625987,Ts65Dn,Saline,S/C
1.325426188,0.14211099,0.497859993,0.197606094,0.448950719,0.871889735,2.41218716,0.372651433,0.676845084,0.807474652,1.840957321,Ts65Dn,Memantine,C/S
1.423520535,0.143688692,0.479357551,0.173655276,0.34789916,0.880888218,2.233804031,0.319176458,0.594828701,0.702003878,1.595733678,Ts65Dn,Memantine,C/S
2.086208323,0.171258377,0.588400761,0.192769091,0.892405063,1.144121784,2.45776454,0.532638372,0.197365022,0.286101782,1.221260656,Ts65Dn,Memantine,S/C
1.963400726,0.163193364,0.550544323,0.176982893,0.893200607,0.963815448,2.3249352,0.491238984,0.230808166,0.294584107,1.425847815,Ts65Dn,Memantine,S/C
2.020444725,0.160501633,0.582253135,0.1699863,0.856037401,1.007060807,2.337232585,0.509010433,0.217636627,0.284056102,1.269546993,Ts65Dn,Memantine,S/C
1.185994648,0.143770443,0.451977401,0.158340767,0.548505358,0.653731787,1.664139161,0.334225394,0.271009588,0.300902425,1.410039481,Ts65Dn,Saline,S/C
0.897475224,0.108305805,0.370339783,0.112553091,0.586523126,0.359249646,1.345681925,0.260146295,0.295055821,0.378987241,1.015749601,Control,Memantine,C/S
2.531410812,0.181331839,0.584704743,0.243083507,0.939126206,1.358129108,2.535996332,0.530442757,0.261895112,0.366377563,1.140552809,Control,Saline,C/S
1.662379421,0.129689175,0.58270811,0.158985352,0.772859216,0.767238299,2.312968917,0.487852805,0.258587325,0.268021287,1.338896952,Control,Memantine,S/C
1.663549904,0.145330199,0.510472323,0.176212866,0.602448823,0.856165847,2.016830519,0.435776875,0.399846949,0.509183088,1.561316243,Control,Memantine,C/S
2.134150159,0.17448464,0.498457273,0.207217279,0.998222448,1.363815231,2.266064482,0.570540625,0.306670052,0.45099035,1.337650245,Ts65Dn,Saline,S/C
1.204992658,0.146402349,0.598091043,0.168135095,0.56778043,0.833039648,1.910132159,0.385315712,0.277804296,0.345346062,1.177804296,Control,Memantine,S/C
1.555434444,0.159140455,0.544845842,0.164123326,0.552588041,0.960292744,2.329648085,0.521021489,0.28882061,0.317655401,1.157645947,Control,Memantine,C/S
1.45484104,0.161368015,0.533477842,0.204178709,0.719591254,1.054612235,2.503552505,0.402878131,0.271178991,0.357103615,1.300406549,Ts65Dn,Saline,S/C
1.364092048,0.143426749,0.419571656,0.118478013,0.625206082,0.847459558,2.10936432,0.493506494,0.388532698,0.456493863,1.410331563,Ts65Dn,Saline,C/S
1.440488025,0.153547221,0.482602802,0.198825124,0.799465241,0.978581112,2.458653412,0.462720289,0.26596414,0.2601447,3.000314564,Control,Saline,S/C
1.721455458,0.193045349,0.776124754,0.213837605,0.782122905,0.735615702,2.339666607,0.482882237,0.312849162,0.351955307,1.442670923,Ts65Dn,Memantine,S/C
1.252020692,0.144519884,0.481247979,0.155350792,0.307119043,0.805205302,1.978499838,0.282411898,0.550500098,0.567562267,1.226122769,Ts65Dn,Memantine,C/S
1.974209795,0.1719347,0.601250434,0.203803404,1.339371483,1.241576936,2.820771101,0.478291073,0.2245094,0.27048168,1.175518046,Control,Memantine,S/C
1.433620253,0.158177215,0.514329114,0.203240506,0.919230162,1.033620253,2.877873418,0.456101266,0.239943209,0.338065941,1.283325446,Ts65Dn,Memantine,S/C
1.459485224,0.146250397,0.563870353,0.196933588,0.904812834,0.88687639,2.247775659,0.4180966,0.260962567,0.304965623,1.27960275,Control,Saline,S/C
1.466855481,0.161053276,0.494029394,0.202005511,0.948259643,0.981322719,2.40385793,0.465018371,0.272275232,0.28678941,1.301303588,Control,Memantine,S/C
1.962560288,0.166598545,0.566009973,0.188097768,0.741896024,1.138314395,2.472982915,0.572876645,0.26911315,0.330275229,1.087584098,Ts65Dn,Saline,S/C
1.727346791,0.151579614,0.512944691,0.171856613,1.021375921,1.020367521,2.071965239,0.516203494,0.288288288,0.389434889,1.16019656,Control,Saline,C/S
1.337478109,0.14352014,0.516462347,0.157180385,0.469107551,0.947110333,2.002101576,0.361208406,0.324538969,0.432090456,1.272849643,Ts65Dn,Saline,C/S
1.81480358,0.154557864,0.610647657,0.157136357,0.536053661,1.077506446,2.367662673,0.421355984,0.352338364,0.403018446,1.212968139,Ts65Dn,Memantine,C/S
1.914473684,0.153289474,0.629342105,0.165263158,0.639244558,0.921973684,2.053684211,0.367631579,0.146286812,0.145326504,0.856113956,Control,Memantine,S/C
1.695177002,0.175219767,0.613090995,0.184842005,0.736645188,0.97362794,2.550249465,0.433951057,0.36582831,0.378715444,1.326543338,Ts65Dn,Memantine,S/C
1.482746269,0.159223881,0.479283582,0.18561194,0.696582139,0.955462687,2.225850746,0.467641791,0.660639471,0.633406836,1.639470783,Control,Memantine,C/S
0.91573944,0.114832019,0.284001296,0.133304526,0.576118779,0.72766555,1.91692773,0.398509236,1.881639481,1.575491426,4.098076119,Control,Saline,C/S
1.801617807,0.167230796,0.541965464,0.2337789,1.168469316,1.052492685,2.534966439,0.556709311,0.285445568,0.328826711,1.281330825,Control,Saline,S/C
1.457181783,0.13643441,0.554301285,0.156675749,0.748420448,0.886337096,1.9552355,0.409108603,0.249856404,0.290637565,1.33256749,Control,Memantine,S/C
1.359525574,0.155794416,0.522856437,0.193723746,0.927564329,0.913639733,2.256609834,0.408450704,0.278286923,0.318470215,1.176771237,Control,Memantine,S/C
1.844482409,0.162885057,0.456729486,0.198868186,0.9327535,0.954407133,2.214831029,0.498531846,0.315655494,0.423525668,1.491196436,Ts65Dn,Saline,S/C
1.503337784,0.157416238,0.612880666,0.220039418,0.884522662,1.151757899,2.290418971,0.554326403,0.270009643,0.327989392,1.31545323,Control,Saline,S/C
1.514762516,0.182284981,0.572314934,0.167094566,0.817220544,0.833547283,2.320282413,0.511125374,0.398413897,0.22092145,1.641616314,Ts65Dn,Memantine,S/C
1.513296346,0.166060838,0.634780945,0.198201645,0.699368141,0.644920605,1.978190166,0.347618137,0.289657466,0.291985367,1.31559694,Control,Saline,S/C
1.295411838,0.147823364,0.446523645,0.203178829,0.633320256,1.054807391,2.339336048,0.331663013,0.822283248,0.941414934,2.039623382,Ts65Dn,Saline,C/S
1.518463445,0.14456836,0.52771582,0.186699711,0.394542147,0.947790169,2.312102437,0.335563817,0.649848393,0.836870831,1.892177077,Ts65Dn,Memantine,C/S
1.824876399,0.155477492,0.557507156,0.154566745,0.675654854,0.808222743,1.98074421,0.490762425,0.315292758,0.354198767,1.186633282,Ts65Dn,Saline,S/C
1.584240487,0.183860981,0.568660741,0.205033457,0.694546671,1.060021971,2.450314591,0.586237891,0.351789896,0.420541987,1.43643359,Control,Memantine,C/S
1.228401192,0.133881015,0.558544732,0.167464115,0.65837213,0.991062562,2.002708315,0.375191839,0.302135174,0.353026168,1.228768663,Control,Memantine,S/C
1.327086743,0.153109656,0.565711948,0.174959083,0.816978549,0.949836334,2.226022913,0.412111293,0.248136315,0.304427202,1.538566864,Control,Saline,S/C
1.195523371,0.144338381,0.435813035,0.158492429,0.385531731,0.800526662,2.536537196,0.344963792,0.617933723,0.555122374,1.610136452,Ts65Dn,Memantine,C/S
1.755889328,0.158577075,0.513913043,0.175889328,0.504122062,0.977786561,2.243478261,0.4456917,0.293097084,0.392395718,1.121939215,Control,Saline,C/S
1.217802698,0.139477834,0.386718066,0.147362888,0.670668486,0.865954091,2.102155248,0.371123182,0.473124147,0.409276944,1.526875853,Control,Saline,C/S
1.934931296,0.164458685,0.488569844,0.190153429,0.574591145,1.129336373,2.307351038,0.477848296,0.348025529,0.41204627,1.28061428,Control,Saline,C/S
